image,slant,baseline,spacing,stroke,size,zonal_ratio
209_d07-093.png,0.5744687890309084,-0.031589711405373505,0.0,3.153226613998413,21.0,11.812673450508788
585_n04-149.png,-0.14583284876779085,-0.014102874833597732,0.0,2.7713353633880615,10.0,22.22354124748491
386_h07-037.png,-6.714285478231029,-7.953791462396902e-05,141.75,2.4730184078216553,7.0,6.357682712741384
075_a06-057.png,0.10204120953807057,0.011484299877149976,0.0,2.8707029819488525,25.0,14.934182239126839
449_k04-106.png,0.04347918274564393,-0.020031096483443523,6.0,2.7600488662719727,33.0,20.281383230696353
186_d04-028.png,-0.24489769178626422,-0.0010239051351674463,0.0,2.66508150100708,27.0,14.108827292110874
298_g01-034.png,-0.06818156645877757,0.004525102164910519,62.333333333333336,2.635869264602661,10.0,8.607592752372735
472_l01-179.png,-0.1851834026085114,-0.03020643340796277,0.0,2.935559034347534,8.0,13.138375429189596
670_r06-062.png,0.4468089203640242,-0.03203887810518877,40.0,3.0291714668273926,17.5,28.560178883919892
670_r06-076.png,0.5833339567694601,-0.02942269215809767,28.0,3.0033295154571533,41.0,28.998062356878634
636_r02-000.png,0.11904814825204287,0.013324698694528674,10.0,2.598677635192871,8.0,11.020913697904849
207_d06-072.png,0.39583388040399337,0.011560518904311937,0.0,3.1471962928771973,21.0,19.568242840095465
344_g06-045m.png,0.2765962465520915,-0.011998096358075956,39.0,3.0155491828918457,10.0,9.850266374177373
000_a01-122u.png,-1.000000369261522,-0.1048860978748075,27.5,3.631539821624756,21.0,36.315975494816215
203_e06-046.png,0.2826094509532276,-0.00620042537615732,0.0,3.0805938243865967,19.0,21.256756756756758
340_g06-050i.png,0.20833380403852655,-0.03753725885291252,0.0,2.844268321990967,23.0,13.288057364213303
431_k03-117.png,-0.49999893239167736,-0.03228645893016758,8.0,3.0104362964630127,27.0,21.64918809201624
197_d04-121.png,-0.2045447409223616,-0.008538277021788795,0.0,2.5558841228485107,19.0,17.032605151613954
287_f07-024b.png,0.0,0.028379890730657838,50.25,2.6174919605255127,8.0,6.441216666666667
167_c04-105.png,-0.23912984248264213,-0.042215365927654826,19.0,2.8520565032958984,27.0,25.64468473956747
016_a01-077.png,-0.3541659981710503,-0.06123811666529313,71.8,3.3524091243743896,27.0,59.64906490649065
494_l04-179.png,-0.3404247323469578,0.0060428020270687525,0.0,2.69358229637146,21.0,15.275244039046248
531_m02-090.png,0.14706109773062737,-0.008417160447060314,0.0,2.9083499908447266,21.0,12.614403386340236
582_n04-031.png,-0.11627860699234492,-0.007878296727108661,0.0,2.740095376968384,10.0,18.217120622568093
102_b03-087.png,-0.20000011932652165,-0.0010344536849520565,0.0,2.5245494842529297,8.0,16.861687413554634
171_c04-160.png,0.17391367201927152,-0.03341170939882299,0.0,3.0323808193206787,21.0,35.903023294234266
541_m03-095.png,1.081522090199775e-06,-0.08863229351964517,13.5,3.335689067840576,20.0,31.11094674556213
341_g06-047j.png,0.2765963918752653,-0.006281948244973152,20.0,2.942765951156616,14.0,8.584506696757101
335_g06-026d.png,0.12765975732792229,-0.015479066025494348,0.0,2.9159064292907715,28.0,10.305584205097981
503_m01-026.png,0.5250007261629661,-0.0007065780739102342,0.0,2.7351856231689453,11.0,11.844983442226797
193_f04-096.png,-0.21738994428398467,-0.028378612320371095,0.0,3.009945869445801,20.0,23.884922346850733
338_g06-037g.png,0.12500051581810126,-0.014259834157339465,23.0,2.841146469116211,21.0,15.725039205436488
032_a02-067.png,0.04444533115158781,0.00789481491742413,27.0,3.0197417736053467,29.0,34.529024289831206
037_a02-102.png,-0.7021271364976296,-0.006504486944413695,13.0,2.5722906589508057,7.0,6.334281919939291
000_a01-026u.png,0.9387754852931028,-0.00873911290156744,0.0,3.80924129486084,25.0,72.45083758193736
634_p06-042.png,-0.5869563350713018,-0.07611859891891236,0.0,3.352640390396118,19.0,9.960038724251062
178_d01-056.png,2.5044781672654152e-06,-0.020028127704412684,64.5,2.6110994815826416,10.0,17.813715225845048
175_d01-016.png,2.5044781672654152e-06,-0.021390872897282802,65.0,2.3633577823638916,7.0,9.860192069392813
063_a04-081.png,-0.046511560294445364,-0.02524490103339925,17.0,2.7595882415771484,9.5,7.2722563589597025
014_a01-053x.png,0.0697681216015894,-0.01966818156053702,44.333333333333336,2.720644235610962,9.0,9.774104683195592
217_g01-000.png,-0.3414619747279361,-0.00811443891970366,0.0,2.905099868774414,21.0,13.61248545948042
468_l01-133.png,0.7250009594014456,0.006891328858708351,91.0,2.5958328247070312,11.0,11.802731411229136
064_a04-099.png,0.3636369637109127,-0.04056112602710373,0.0,2.703896999359131,10.0,10.330854858812911
144_c02-049.png,0.6250010989142997,-0.029072523138557294,0.0,3.0631096363067627,28.0,18.086336840534287
346_g06-011o.png,0.478261407587229,-0.022599889844041172,9.0,3.7945868968963623,17.0,43.02458436505129
140_c02-022.png,-0.717390527380183,0.03874206091391526,29.0,2.7954277992248535,20.0,20.698565718316484
342_g06-045k.png,0.10869575921177799,-0.04735285444980991,75.0,3.3331594467163086,28.5,15.534921849382446
102_b03-092.png,-0.0975609171661734,0.02070220753336078,137.0,2.4942407608032227,8.0,14.869266275603424
420_k03-180.png,0.1702132890888401,-0.021802907512099515,0.0,2.752394914627075,16.0,46.47138792285805
356_h01-000.png,-0.23809447489389224,0.004925948773414902,249.0,2.937246561050415,8.0,8.01761351173503
248_e07-108.png,-44.99999874776092,0.05163947494027598,25.5,2.539818286895752,9.0,5.486153968401117
496_l07-111.png,-0.24999949461722445,0.00807628648325341,72.57142857142857,2.6639256477355957,21.0,7.865026080669318
184_d04-008.png,-0.1395338127001523,-0.007365170564823361,47.0,2.596431255340576,16.0,12.217203539823009
060_a04-031.png,0.20512849696254662,-0.032060652919657213,6.0,2.752328872680664,11.0,14.883929216323583
426_k02-093.png,0.2972973794857028,0.0016371756922014156,54.75,2.401163101196289,7.0,6.30467679305619
190_d04-058.png,-0.16666592180558368,-0.034357585204430614,6.0,2.641101121902466,22.0,10.53687733299009
016_a01-102.png,0.5531920231504496,-0.02729878576656597,63.5,3.2797558307647705,21.0,51.526331102705846
195_d04-101.png,-0.3404250229933054,-0.02296709212812122,0.0,2.5258395671844482,19.0,12.53090813233162
491_l04-141.png,0.08695719735447976,-0.008509975554400561,70.5,2.6569905281066895,21.0,24.05747618537943
385_h07-025a.png,0.0,0.006232655507752556,114.66666666666667,2.6205391883850098,9.0,9.81070834262579
332_g06-031a.png,0.3191493423434878,-0.015201612942609709,23.0,3.1556451320648193,23.0,10.211510371019573
346_g06-050o.png,0.8695651723728585,-0.036475096588143865,18.333333333333332,3.981415271759033,15.0,52.06916505924497
510_m01-084.png,0.14634197288536657,-0.03465920811281154,19.0,2.6290924549102783,9.0,9.572957371225577
343_g06-045l.png,0.20000121989683106,0.005883663183141424,0.0,2.6496078968048096,15.0,10.505912556402675
121_b05-083.png,0.1944456578624289,-0.006614910715920042,109.0,2.756392478942871,8.0,14.263526416295353
296_g01-012.png,0.20000078623402665,0.002046486747367706,99.66666666666667,2.7006185054779053,8.0,8.847801442388866
350_g07-010b.png,2.5044781672654152e-06,0.041348120903868725,52.0,2.591357469558716,9.0,7.967928269678421
083_a06-114.png,0.5833336721782446,0.012094887691616887,8.0,2.8413403034210205,21.0,19.809372049102926
000_a03-089.png,-1.0888890203024988,-0.0031078295832301147,0.0,2.4481074810028076,7.0,4.990704528708269
107_b04-000.png,-0.2702699269763103,-0.025098065805409367,34.0,2.5965375900268555,8.0,6.933978132884777
481_l04-026.png,0.13333402013805992,-0.007580397986214635,97.0,2.7059130668640137,26.0,20.989046391752577
333_g06-026b.png,0.08888937208086073,-0.018792752740742276,0.0,2.894718885421753,23.0,14.375209710845752
269_f03-182.png,1.1956532515865934,-0.0060288236094783,0.0,2.7240326404571533,24.0,13.266507346432997
544_m04-012.png,-0.4468084164260783,-0.022409100957639184,0.0,2.8384034633636475,20.0,12.841326137239784
215_e01-102.png,-0.232557335838728,-0.012936952837640663,34.333333333333336,2.726874828338623,11.0,8.699517054029581
554_n01-004.png,-0.6176454755285828,-0.031996088337199066,11.0,2.810692071914673,17.0,15.272417465388711
118_h05-012.png,-0.49999954222999626,-0.023998580972459178,0.0,2.7499499320983887,14.0,14.113977695167286
294_g07-000a.png,0.2340427147911737,0.0018880864204255596,95.0,2.6918952465057373,7.0,7.504386709684723
294_f07-101a.png,-6.428571054467178,-0.00026984775685226747,106.0,2.4583420753479004,7.0,6.769240444915635
332_g06-011a.png,0.8775512028808813,-0.00048397635979132076,29.0,3.030643939971924,21.0,7.642157201021323
010_a01-030x.png,0.4285723187401656,-0.00021328341856618894,77.0,2.721583127975464,16.0,9.988611340489953
000_a05-025.png,-0.23255781236355394,-0.023425499494511795,0.0,2.953240156173706,9.0,7.226993613885705
389_h07-054a.png,-0.08571519871592082,0.006903024064959513,0.0,2.4391191005706787,7.0,7.3721334465798884
652_r02-127.png,0.43478339297839314,0.035427137016146686,28.5,2.810030460357666,20.0,28.512107979356887
587_n04-209.png,0.5365858306539235,0.0122299290417829,11.0,2.7507851123809814,14.0,11.216179186275093
583_n04-060.png,-0.5116272698880209,-0.021067309853286566,0.0,2.826295852661133,8.0,20.153369103198383
283_f04-083.png,0.24444556439006715,-0.03493200968270909,0.0,2.762141227722168,21.0,19.50660244165767
354_g07-069a.png,-6.72727175533827,-0.002497516470255595,0.0,2.5108463764190674,7.0,6.99874649901091
095_b02-013.png,0.7111127752798524,0.05777882011804618,0.0,3.3472750186920166,21.0,38.63553795994411
583_n04-048.png,0.6808516011709859,-0.009836902416446018,10.0,2.952554941177368,12.0,17.06356254016475
277_f04-043.png,-0.06521644770593907,-0.029301993182630815,27.0,2.5587539672851562,19.0,13.483885049108768
150_c03-007a.png,1.108695737545189,0.004911152139268036,18.0,2.5856876373291016,21.0,11.614011620616143
596_p02-022.png,-0.3076919133731266,0.0063180966151757225,0.0,2.7059547901153564,8.0,9.318096623492881
642_r02-054.png,0.2307706033042753,-0.02314500328252667,29.0,2.880863904953003,11.0,16.037754761109255
482_l04-043.png,0.9574475230925176,0.004236411319699897,0.0,2.601907730102539,21.0,15.871560607670244
414_j04-115.png,0.5227279031008585,-0.00781949930616094,135.0,2.706181049346924,12.0,18.408336373586284
123_c06-100.png,-35.526314273605315,0.0012229266493077723,30.0,2.4030373096466064,7.0,7.238319928507596
645_r02-070.png,0.4285721561166141,0.05578991583355991,0.0,2.831289052963257,23.0,30.510801963993455
424_k02-067.png,6.416993027502649e-07,0.0038987906128423954,162.0,2.724583864212036,7.0,11.280488386512138
298_g01-037.png,-0.09523749068493889,0.0012181076017855955,41.666666666666664,2.702183485031128,9.0,8.55499986260339
670_r06-049.png,0.8085108885451746,-0.012297436495420377,18.5,3.158823013305664,25.0,41.97082542694497
476_l03-000.png,0.22916673478071173,-0.011039139644537465,50.0,2.9108855724334717,40.0,30.191335032346597
130_c06-000.png,-31.93548225517539,0.004591984328081772,119.8,2.3869478702545166,7.0,6.953208222675451
336_g06-045e.png,0.020833585377452182,-0.04006809182267413,19.0,3.160753011703491,14.0,13.570502700457
320_g04-039.png,0.4375004533664022,-0.010689807662503152,0.0,2.792760133743286,20.0,11.666403716364274
044_a03-017.png,0.09302459804226561,0.03172707484905141,0.0,2.881586790084839,20.0,24.829060798548095
228_e02-100.png,0.04651132747769599,0.0036871261204371683,0.0,2.4957923889160156,13.0,8.740288049824835
332_g06-050a.png,0.02173943302935952,-0.0015026944918895935,0.0,3.117875337600708,21.0,10.86740194559762
376_h04-028.png,1.170213002049499,0.0015254549370947617,227.0,2.6566739082336426,8.0,7.648129953494466
346_g06-031o.png,0.6086961938256031,-0.02592004920480105,6.0,3.9288246631622314,17.0,53.33977982743231
285_g07-079a.png,0.229166592485104,0.006515280571122876,129.5,2.577993869781494,7.0,7.04019224877451
415_j06-056.png,0.8979593899460322,-0.05314691522512483,0.0,2.817970037460327,12.0,11.99858449477352
450_k04-115.png,0.31111154989298584,0.003941396412203113,66.0,2.790987491607666,21.0,8.813318638463821
534_m02-109.png,-0.17499855337914844,-0.007545606938742244,0.0,3.3514060974121094,20.0,16.091319052987597
126_b06-012.png,-0.14583356024582939,0.006666248774325149,0.0,2.6704306602478027,9.0,14.986236532353491
333_g06-047b.png,0.22448991375412922,-0.02074162211769658,16.0,3.0889503955841064,38.0,23.591211037301992
092_b01-094.png,-6.428569102984559,-0.004070682052288217,93.0,2.5884461402893066,7.0,12.041255301102629
634_p06-096.png,-0.04255248051448876,-0.03472665808249667,0.0,3.3911185264587402,17.5,11.847516389309128
003_a01-007x.png,0.2608701466840632,-0.0006484556977037889,60.8,2.561946153640747,10.0,9.730463728947628
604_p02-121.png,0.3571436640121374,0.01816023574129486,13.0,2.985187292098999,14.0,38.65611672278339
649_r02-089.png,-1.3181799971836188,0.009305511420398895,0.0,3.2314350605010986,21.0,22.474158786012755
111_b04-107.png,0.35294208366690444,-0.01947101493362802,33.0,2.637687921524048,8.0,14.283785888583147
634_p06-069.png,0.8333333945439129,-0.05691985409993503,0.0,3.327254295349121,19.0,10.00112325130195
321_g04-043.png,-0.2222214947177365,-0.02165953991660096,0.0,2.624432325363159,21.0,16.924256605947154
435_k03-157.png,0.6304354980947678,-0.006614876084605516,0.0,2.851848840713501,24.0,8.731337555171752
079_a06-090.png,0.14285716549352542,-0.018854570692497467,10.0,3.4402108192443848,21.0,9.340453150814255
270_f03-191.png,0.8292692653977757,-0.019598552473167167,0.0,2.7653250694274902,11.5,51.31451104100946
665_r03-084.png,-0.3181813146963744,0.00819403571111164,43.333333333333336,2.7709741592407227,8.0,10.487304337435775
560_n02-004.png,0.155555509365761,-0.012506807554464584,0.0,2.7892916202545166,21.0,7.845288383428107
301_g01-083.png,-0.23255717699711945,0.006134490747034896,116.0,3.0503599643707275,12.0,7.446164533095168
161_c04-039.png,0.1521740707853605,-0.00969493256926638,17.0,2.7908666133880615,20.0,15.957961037058737
590_p01-155.png,2.5044781672654152e-06,-0.02555258812347378,0.0,2.6264305114746094,10.0,10.314882697947214
291_f07-084b.png,0.0,0.030361045434938075,79.5,2.5384442806243896,9.0,7.635599359784348
169_c04-134.png,0.25531962599480645,-0.039556046500574135,10.5,2.7391915321350098,23.0,22.415452337583485
035_a02-082.png,0.40476211666994966,-0.0050281987534620855,22.0,2.686981201171875,9.0,7.776851906767096
647_r02-078.png,0.46511741986369987,0.06722976588167477,0.0,2.855137348175049,21.0,25.022107028510444
349_g06-105.png,8.545283617748349e-08,-0.017891401905677343,0.0,2.596651792526245,18.0,7.830922937189968
220_e02-018.png,-0.8139535215363815,0.006789206953027118,0.0,2.625480890274048,9.0,8.560484299217617
046_a03-023.png,-0.21428394757657282,-0.0077644012255226645,0.0,2.901336193084717,20.0,18.51633084920416
405_j04-035.png,0.5000008108446424,0.006048034657223693,0.0,2.537435531616211,8.0,10.02626402447909
408_j04-061.png,0.23404344140704295,0.009387041774134082,17.0,2.494370460510254,20.0,15.860600193610843
599_p02-081.png,-0.08695619742222338,-0.028941582305503057,24.0,2.8138811588287354,20.0,10.06964656964657
285_f07-046a.png,-17.87999922251221,0.008806780990627133,79.0,2.5123233795166016,7.0,6.926749422851303
211_e01-022.png,-0.5999995612751048,-0.004894305952709664,73.5,2.6014223098754883,7.0,8.077955374878735
545_m04-043.png,-0.08510572162905886,-0.014987068226400365,0.0,2.8986058235168457,19.0,28.46008348552048
315_g03-049.png,-0.039998088584662195,0.011221197841608861,140.5,2.521989345550537,8.0,8.0234534172995
493_l04-163.png,-0.4418597466652954,0.023561598596688448,103.0,2.6186914443969727,21.0,11.121137640449438
334_g06-047c.png,-0.33333306742886526,-0.02851068376727541,0.0,2.753821849822998,21.0,8.960362490149723
387_h07-030a.png,-44.99999874776092,0.015576395104805876,51.5,2.560231924057007,9.0,5.883118651452847
248_e07-094.png,0.0,0.0016847517743123757,9.0,2.5579819679260254,8.0,5.320585017376754
250_f01-058.png,0.5227283687955745,-0.016635721893352776,0.0,2.719417095184326,24.0,12.784748055461616
383_h04-078.png,-0.28260800557385146,-0.026762023523568327,53.0,2.5602095127105713,17.0,19.64263431542461
209_d07-085.png,0.6086961938256031,-0.051871855705830285,37.0,3.205112934112549,17.0,11.861969413233458
339_g06-042h.png,-0.14583284876779085,-0.04275650601401115,62.0,2.777818441390991,14.0,14.640542066629024
585_n04-163.png,-0.1555552056508547,-0.020857324359444804,0.0,2.7904014587402344,9.0,19.314390644631295
013_a01-058.png,-9.047617336992321,-0.019246294350951428,25.0,3.596254587173462,12.0,44.45758954614397
574_n03-079.png,-0.5777771613555144,-0.054189444165585354,104.0,3.3143153190612793,24.0,41.911904761904765
340_g06-031i.png,0.21276667552658404,-0.027242565986290636,43.0,2.885868549346924,21.0,9.941350210970464
584_n04-092.png,-0.3953486998832464,0.0037597093410163505,0.0,2.869964122772217,10.0,10.754501864677676
000_a01-102u.png,-0.8775512120227125,-0.10161895016030568,0.0,3.6657073497772217,21.0,45.33554721339879
151_c03-084b.png,0.8936166441584455,0.006566122874266274,0.0,2.7102115154266357,10.0,13.104715070870697
205_e06-026.png,-0.28260904495046424,0.023708777730675312,32.333333333333336,3.0784122943878174,19.5,29.95624904390393
526_m02-072.png,0.45454647110063834,-0.0010958048877796668,16.0,3.153038501739502,20.0,21.048558301647656
583_n04-075.png,-0.15555596456076254,-0.0023810631817617694,9.0,2.8943753242492676,9.5,26.921918627842043
226_e02-091.png,0.619047918230483,0.007459998203451725,0.0,2.7268271446228027,8.0,11.574760337673487
518_m01-149.png,1.935295736456134e-06,-0.04305461252379398,11.0,2.878490447998047,21.0,11.040350951553426
592_p01-174.png,0.11904847349914618,-0.00036752996040740336,45.0,2.4775567054748535,7.0,7.60613392623594
341_g06-026j.png,0.2448982402108959,-0.02437026832626736,28.0,2.890249013900757,12.0,10.026420970672204
347_g06-045p.png,-0.14893572862408783,-0.04302236447753655,77.5,3.173099994659424,42.0,44.55770804911323
155_c03-087f.png,-0.31111139796006104,-0.0060586746513424895,0.0,2.7024242877960205,29.0,11.257305266897593
335_g06-047d.png,0.3043480128105259,-0.021601116821558113,0.0,2.853286027908325,19.5,10.667814886925266
587_n04-218.png,-0.3023251767446706,0.011875624967764219,42.0,2.879157543182373,21.0,9.188838026540898
521_m02-052.png,0.07692462031001779,0.010213734918736426,67.0,3.2000420093536377,21.0,22.583937316356515
202_e06-006.png,-0.5555552167818688,0.021022075672889468,10.0,3.0380256175994873,36.0,25.955177490593815
331_g05-087.png,-0.20454474092236163,-0.03376147973840238,6.0,2.8006250858306885,8.0,13.889172122125022
118_b05-058.png,0.4418612611062407,-0.03338531991780228,12.0,2.572782039642334,8.0,15.431438127090301
001_a01-072x.png,-0.14999989026217256,-0.006376482077664358,24.0,2.4877052307128906,9.0,9.86329472422933
348_g06-037r.png,0.8085113245146959,-0.0069689314610998036,52.0,3.2064368724823,24.0,18.056263163173202
301_h01-004.png,-0.21052549476005736,-0.0005207843416899749,74.0,2.7656068801879883,8.0,8.398235745333674
000_a03-071.png,-0.4186045409574882,-0.0027115145177784546,0.0,2.667992115020752,8.0,6.639342048401037
400_j04-008.png,0.7500005332103107,-0.013320121465833282,36.5,2.6893675327301025,13.0,16.670555447533864
362_h02-004.png,0.09524006028799839,0.0006750841655143084,27.0,2.9680206775665283,29.0,27.14088907825593
386_h07-025.png,-28.485713191892838,0.005688281446995145,57.333333333333336,2.5324347019195557,7.0,6.574486683529237
245_e07-007.png,0.15555611649368722,-0.0008050714929132007,0.0,2.8537395000457764,9.0,6.124373365300785
334_g06-050c.png,-0.4468085617492522,-0.014788328554283027,0.0,2.73954176902771,21.5,10.210180623973727
005_a01-011.png,0.8529424658751862,0.016602000741242066,0.0,2.973287343978882,11.0,19.07215348255248
670_r06-070.png,-0.043478182813387445,-0.024246962702794108,10.0,3.0419416427612305,25.0,31.427202705241406
000_a01-011u.png,1.4489796043554135,-0.04520132945396609,0.0,3.7516260147094727,24.5,56.97487583990652
077_a06-070.png,0.6041671721028605,0.00562359986145296,8.0,2.896341323852539,21.0,14.529379461834157
555_n01-045.png,-0.055553685048285596,-0.03186765156298298,0.0,2.9228432178497314,19.0,12.579342770991977
340_g06-026i.png,0.2558143736706978,-0.005229271302265585,0.0,2.7560551166534424,12.0,10.897083473013744
059_a04-015.png,0.6521743569168124,-0.030100468712629374,20.5,2.8256092071533203,9.0,9.279873622447061
154_c03-087e.png,-0.17391341449888137,-0.011139014098179077,0.0,2.782177448272705,21.0,10.657079235479682
402_j04-015.png,0.5833342413606754,0.009755936085007815,51.0,2.7730391025543213,16.0,18.97436884236453
349_g06-115.png,-0.6041661474235419,-0.009435797447760045,0.0,2.424431562423706,14.0,8.089216944801027
081_n02-146.png,0.02174002695885261,-0.0293390383908302,0.0,2.790728807449341,20.0,15.634560256851278
349_g06-101.png,-0.04444442030875524,-0.009606648357331722,0.0,2.534600257873535,16.0,8.1652077345179
150_c03-084a.png,0.13333310944617066,0.010678227954896846,0.0,2.651939868927002,25.0,12.410417365470314
207_d06-100.png,-0.04255306180718408,-0.037337256435770634,20.0,2.990865707397461,12.0,32.42509633911368
417_k01-051.png,0.8260879001758888,-0.002657993637267693,9.0,2.741562843322754,21.0,15.423974469782594
450_k04-110.png,-0.09523700281428386,-0.00994026381788226,0.0,2.935251474380493,21.0,12.311638168781027
000_a01-007u.png,0.19565193691182312,-0.08374464253562985,0.0,3.656649589538574,21.0,70.76038681948424
328_g04-092.png,-0.06976581295260113,-0.0031290828588512692,44.0,2.5779333114624023,21.0,14.158891896194874
408_j04-065.png,1.065218316865846,-0.006922736631695492,157.0,2.575580358505249,21.0,18.028300316297653
356_h01-007.png,0.30769254400307017,0.0030853002603737937,22.5,2.800337553024292,8.0,8.290738085401124
260_f02-020.png,0.3809528903410435,-0.015975841212084847,59.0,2.5089595317840576,8.0,8.89940946852167
023_a02-008.png,-0.07142793910892944,0.0016495841189743477,0.0,2.721031904220581,21.0,11.618031068331268
259_f02-017.png,0.11627900954202985,-0.0020328661246536363,0.0,2.771951913833618,8.0,14.27457521109142
334_g06-011c.png,0.04347858881615081,-0.01661373722507317,50.0,2.6278433799743652,20.0,7.802146820704085
566_n02-082a.png,0.205882887750694,0.017038885444261388,44.333333333333336,2.4481313228607178,8.0,7.499274916505537
335_g06-050d.png,0.8666666908593355,-0.017808047159722947,18.0,2.8818881511688232,21.0,11.15525512429132
341_g06-031j.png,-0.18749927943459196,-0.008344079173910121,0.0,3.0204105377197266,24.0,9.509588493807431
556_n01-036.png,0.09756259432291275,-0.03450237582688467,0.0,2.610382556915283,21.0,12.350439024390244
453_k04-163.png,0.1489372498242504,-0.014030827885413499,0.0,2.8461246490478516,23.0,24.182105048859935
133_c06-116.png,-0.3777775352449613,-0.016810569874188334,0.0,2.843754768371582,21.0,20.98209127671866
111_b04-116.png,-0.16666568464623746,-0.005279829754503618,95.0,2.5516245365142822,8.0,11.621862383710726
206_d06-027.png,-0.13043450899580583,-0.012761115103966084,0.0,2.8135781288146973,21.0,8.893592885016789
603_p02-115.png,0.14634280583526538,0.037016302750549304,0.0,3.2898521423339844,34.0,52.5271875
037_a02-111.png,0.1818190355524658,0.00140086749787021,55.333333333333336,2.5948309898376465,8.0,7.535066059109538
509_m01-079.png,0.15384673614186836,-0.0019053157512713336,68.0,2.557225227355957,7.0,8.36895928980178
447_k04-085.png,-0.1521729223707307,-0.02846823242521261,0.0,2.8030526638031006,25.0,27.659606094388703
337_g06-045f.png,0.02222293123199735,-0.015104621537465468,0.0,2.8603787422180176,11.0,11.635482916728295
326_g04-077.png,0.02272794093094813,0.0024576866675156237,55.0,2.5032875537872314,10.0,16.923103472078417
137_c02-000.png,0.02222247588605269,-0.00872844035488973,0.0,3.0707075595855713,20.0,11.535915053091818
454_k07-085.png,-6.190475538707085,0.0012550113604440254,0.0,2.373077154159546,7.0,7.396936568718875
092_b01-084.png,-2.647056392712367,-0.006110278932267451,119.5,2.5814597606658936,7.0,9.742241234692166
153_c03-087d.png,-0.11627892467556214,0.008249117629090618,0.0,2.9059457778930664,12.0,9.524564082983327
131_c06-095.png,-32.142855532835476,-0.009826354546983121,53.5,2.4035096168518066,7.0,7.390351812366737
151_c03-007b.png,0.9565220924847699,-0.002142496698896469,0.0,2.6214187145233154,12.0,8.828806302449049
281_f04-071.png,0.10869665010601759,0.007464439950587748,0.0,2.5858426094055176,21.0,15.917777335720443
117_b05-038.png,1.0465113817788327,-0.034430339259197,10.0,3.1173036098480225,13.0,19.15260341634081
217_e01-119.png,-0.34883606468511114,-0.004587244370580023,27.0,2.567009210586548,8.0,7.782539510325124
550_m04-246.png,0.13333356479211528,-0.0011638322716880695,12.5,2.8076536655426025,16.0,19.009449881876478
457_l01-000.png,-1.0227272804142375,-0.01680222909383312,43.333333333333336,2.9045636653900146,8.0,11.728454486923997
397_j01-063.png,0.4772742360269998,-0.027384668205928036,135.0,2.8859457969665527,14.0,11.64512792596625
288_f07-021a.png,-0.2857143911636694,-0.0008418508961172394,66.33333333333333,2.415409564971924,7.0,7.162197702849864
